#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from PArthENoPE by Ofelia Pisanti May 2017. Errors are not given. 
#neutron lifetime of 880.2 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes
#Mapping between ombh2, Yp and eta10 is not quite consistent to 0.1% level except at DeltaN=0
#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err_D/H

     0.01198      3.27935      3.00000      0.27227      0.27369      0.00000    9.655e-05     0.00e+00
     0.01298      3.55263      3.00000      0.27318      0.27460      0.00000    8.499e-05     0.00e+00
     0.01398      3.82591      3.00000      0.27398      0.27540      0.00000    7.557e-05     0.00e+00
     0.01497      4.09918      3.00000      0.27471      0.27614      0.00000    6.777e-05     0.00e+00
     0.01597      4.37246      3.00000      0.27541      0.27684      0.00000    6.123e-05     0.00e+00
     0.01697      4.64574      3.00000      0.27604      0.27747      0.00000    5.567e-05     0.00e+00
     0.01797      4.91902      3.00000      0.27660      0.27803      0.00000    5.090e-05     0.00e+00
     0.01897      5.19230      3.00000      0.27716      0.27859      0.00000    4.677e-05     0.00e+00
     0.01997      5.46558      3.00000      0.27765      0.27909      0.00000    4.316e-05     0.00e+00
     0.02021      5.53390      3.00000      0.27776      0.27920      0.00000    4.233e-05     0.00e+00
     0.02046      5.60222      3.00000      0.27790      0.27934      0.00000    4.152e-05     0.00e+00
     0.02071      5.67054      3.00000      0.27801      0.27945      0.00000    4.074e-05     0.00e+00
     0.02096      5.73886      3.00000      0.27813      0.27957      0.00000    3.998e-05     0.00e+00
     0.02121      5.80718      3.00000      0.27824      0.27968      0.00000    3.924e-05     0.00e+00
     0.02146      5.87550      3.00000      0.27836      0.27980      0.00000    3.853e-05     0.00e+00
     0.02171      5.94382      3.00000      0.27845      0.27989      0.00000    3.783e-05     0.00e+00
     0.02196      6.01214      3.00000      0.27857      0.28001      0.00000    3.715e-05     0.00e+00
     0.02221      6.08046      3.00000      0.27868      0.28012      0.00000    3.650e-05     0.00e+00
     0.02246      6.14878      3.00000      0.27877      0.28021      0.00000    3.586e-05     0.00e+00
     0.02271      6.21710      3.00000      0.27888      0.28032      0.00000    3.524e-05     0.00e+00
     0.02296      6.28542      3.00000      0.27898      0.28042      0.00000    3.464e-05     0.00e+00
     0.02321      6.35374      3.00000      0.27908      0.28052      0.00000    3.405e-05     0.00e+00
     0.02346      6.42206      3.00000      0.27920      0.28064      0.00000    3.347e-05     0.00e+00
     0.02371      6.49038      3.00000      0.27929      0.28073      0.00000    3.292e-05     0.00e+00
     0.02396      6.55870      3.00000      0.27940      0.28084      0.00000    3.238e-05     0.00e+00
     0.02496      6.83198      3.00000      0.27978      0.28122      0.00000    3.034e-05     0.00e+00
     0.02595      7.10525      3.00000      0.28014      0.28158      0.00000    2.850e-05     0.00e+00
     0.02695      7.37853      3.00000      0.28049      0.28194      0.00000    2.681e-05     0.00e+00
     0.02795      7.65181      3.00000      0.28080      0.28225      0.00000    2.528e-05     0.00e+00
     0.02895      7.92509      3.00000      0.28114      0.28259      0.00000    2.388e-05     0.00e+00
     0.02995      8.19837      3.00000      0.28145      0.28290      0.00000    2.258e-05     0.00e+00
     0.03094      8.47165      3.00000      0.28172      0.28317      0.00000    2.139e-05     0.00e+00
     0.03194      8.74493      3.00000      0.28203      0.28348      0.00000    2.029e-05     0.00e+00
     0.03294      9.01821      3.00000      0.28230      0.28375      0.00000    1.927e-05     0.00e+00
     0.03394      9.29149      3.00000      0.28255      0.28400      0.00000    1.832e-05     0.00e+00
     0.03494      9.56477      3.00000      0.28282      0.28427      0.00000    1.744e-05     0.00e+00
     0.03594      9.83804      3.00000      0.28305      0.28450      0.00000    1.661e-05     0.00e+00
     0.03693     10.11130      3.00000      0.28332      0.28477      0.00000    1.585e-05     0.00e+00
     0.03793     10.38460      3.00000      0.28353      0.28498      0.00000    1.512e-05     0.00e+00
     0.03893     10.65790      3.00000      0.28377      0.28523      0.00000    1.445e-05     0.00e+00
     0.03993     10.93120      3.00000      0.28399      0.28545      0.00000    1.381e-05     0.00e+00
     0.00499      1.36640      4.00000      0.26740      0.26880      0.00000    4.643e-04     0.00e+00
     0.00599      1.63967      4.00000      0.27107      0.27249      0.00000    3.393e-04     0.00e+00
     0.00699      1.91295      4.00000      0.27376      0.27518      0.00000    2.604e-04     0.00e+00
     0.00799      2.18623      4.00000      0.27583      0.27726      0.00000    2.075e-04     0.00e+00
     0.00898      2.45951      4.00000      0.27750      0.27894      0.00000    1.702e-04     0.00e+00
     0.00998      2.73279      4.00000      0.27890      0.28034      0.00000    1.429e-04     0.00e+00
     0.01098      3.00607      4.00000      0.28007      0.28151      0.00000    1.222e-04     0.00e+00
     0.01198      3.27935      4.00000      0.28110      0.28255      0.00000    1.061e-04     0.00e+00
     0.01298      3.55263      4.00000      0.28202      0.28347      0.00000    9.326e-05     0.00e+00
     0.01398      3.82591      4.00000      0.28285      0.28430      0.00000    8.283e-05     0.00e+00
     0.01497      4.09918      4.00000      0.28360      0.28506      0.00000    7.425e-05     0.00e+00
     0.01597      4.37246      4.00000      0.28427      0.28573      0.00000    6.703e-05     0.00e+00
     0.01697      4.64574      4.00000      0.28489      0.28635      0.00000    6.092e-05     0.00e+00
     0.01797      4.91902      4.00000      0.28547      0.28693      0.00000    5.568e-05     0.00e+00
     0.01897      5.19230      4.00000      0.28602      0.28748      0.00000    5.115e-05     0.00e+00
     0.01997      5.46558      4.00000      0.28654      0.28800      0.00000    4.720e-05     0.00e+00
     0.02021      5.53390      4.00000      0.28664      0.28810      0.00000    4.628e-05     0.00e+00
     0.02046      5.60222      4.00000      0.28676      0.28822      0.00000    4.540e-05     0.00e+00
     0.02071      5.67054      4.00000      0.28687      0.28834      0.00000    4.454e-05     0.00e+00
     0.02096      5.73886      4.00000      0.28700      0.28847      0.00000    4.371e-05     0.00e+00
     0.02121      5.80718      4.00000      0.28710      0.28857      0.00000    4.291e-05     0.00e+00
     0.02146      5.87550      4.00000      0.28723      0.28870      0.00000    4.213e-05     0.00e+00
     0.02171      5.94382      4.00000      0.28732      0.28879      0.00000    4.137e-05     0.00e+00
     0.02196      6.01214      4.00000      0.28744      0.28891      0.00000    4.063e-05     0.00e+00
     0.02221      6.08046      4.00000      0.28755      0.28902      0.00000    3.991e-05     0.00e+00
     0.02246      6.14878      4.00000      0.28765      0.28912      0.00000    3.922e-05     0.00e+00
     0.02271      6.21710      4.00000      0.28777      0.28924      0.00000    3.854e-05     0.00e+00
     0.02296      6.28542      4.00000      0.28785      0.28932      0.00000    3.788e-05     0.00e+00
     0.02321      6.35374      4.00000      0.28797      0.28944      0.00000    3.724e-05     0.00e+00
     0.02346      6.42206      4.00000      0.28806      0.28953      0.00000    3.662e-05     0.00e+00
     0.02371      6.49038      4.00000      0.28817      0.28964      0.00000    3.601e-05     0.00e+00
     0.02396      6.55870      4.00000      0.28827      0.28974      0.00000    3.542e-05     0.00e+00
     0.02496      6.83198      4.00000      0.28863      0.29010      0.00000    3.321e-05     0.00e+00
     0.02595      7.10525      4.00000      0.28900      0.29047      0.00000    3.119e-05     0.00e+00
     0.02695      7.37853      4.00000      0.28936      0.29083      0.00000    2.936e-05     0.00e+00
     0.02795      7.65181      4.00000      0.28967      0.29114      0.00000    2.770e-05     0.00e+00
     0.02895      7.92509      4.00000      0.28999      0.29146      0.00000    2.617e-05     0.00e+00
     0.02995      8.19837      4.00000      0.29030      0.29178      0.00000    2.477e-05     0.00e+00
     0.03094      8.47165      4.00000      0.29060      0.29208      0.00000    2.347e-05     0.00e+00
     0.03194      8.74493      4.00000      0.29088      0.29236      0.00000    2.229e-05     0.00e+00
     0.03294      9.01821      4.00000      0.29113      0.29261      0.00000    2.117e-05     0.00e+00
     0.03394      9.29149      4.00000      0.29142      0.29290      0.00000    2.014e-05     0.00e+00
     0.03494      9.56477      4.00000      0.29167      0.29315      0.00000    1.919e-05     0.00e+00
     0.03594      9.83804      4.00000      0.29190      0.29338      0.00000    1.829e-05     0.00e+00
     0.03693     10.11130      4.00000      0.29216      0.29364      0.00000    1.746e-05     0.00e+00
     0.03793     10.38460      4.00000      0.29237      0.29385      0.00000    1.667e-05     0.00e+00
     0.03893     10.65790      4.00000      0.29259      0.29407      0.00000    1.594e-05     0.00e+00
     0.03993     10.93120      4.00000      0.29281      0.29429      0.00000    1.525e-05     0.00e+00
     0.00499      1.36640      5.00000      0.27505      0.27648      0.00000    5.142e-04     0.00e+00
     0.00599      1.63967      5.00000      0.27891      0.28035      0.00000    3.749e-04     0.00e+00
     0.00699      1.91295      5.00000      0.28166      0.28311      0.00000    2.869e-04     0.00e+00
     0.00799      2.18623      5.00000      0.28378      0.28524      0.00000    2.280e-04     0.00e+00
     0.00898      2.45951      5.00000      0.28550      0.28696      0.00000    1.867e-04     0.00e+00
     0.00998      2.73279      5.00000      0.28690      0.28837      0.00000    1.564e-04     0.00e+00
     0.01098      3.00607      5.00000      0.28814      0.28961      0.00000    1.335e-04     0.00e+00
     0.01198      3.27935      5.00000      0.28917      0.29064      0.00000    1.158e-04     0.00e+00
     0.01298      3.55263      5.00000      0.29011      0.29158      0.00000    1.016e-04     0.00e+00
     0.01398      3.82591      5.00000      0.29092      0.29240      0.00000    9.019e-05     0.00e+00
     0.01497      4.09918      5.00000      0.29169      0.29317      0.00000    8.076e-05     0.00e+00
     0.01597      4.37246      5.00000      0.29235      0.29383      0.00000    7.288e-05     0.00e+00
     0.01697      4.64574      5.00000      0.29300      0.29448      0.00000    6.620e-05     0.00e+00
     0.01797      4.91902      5.00000      0.29356      0.29505      0.00000    6.049e-05     0.00e+00
     0.01897      5.19230      5.00000      0.29411      0.29560      0.00000    5.555e-05     0.00e+00
     0.01997      5.46558      5.00000      0.29461      0.29610      0.00000    5.124e-05     0.00e+00
     0.02021      5.53390      5.00000      0.29472      0.29621      0.00000    5.025e-05     0.00e+00
     0.02046      5.60222      5.00000      0.29484      0.29633      0.00000    4.929e-05     0.00e+00
     0.02071      5.67054      5.00000      0.29497      0.29646      0.00000    4.836e-05     0.00e+00
     0.02096      5.73886      5.00000      0.29507      0.29656      0.00000    4.746e-05     0.00e+00
     0.02121      5.80718      5.00000      0.29519      0.29668      0.00000    4.658e-05     0.00e+00
     0.02146      5.87550      5.00000      0.29532      0.29681      0.00000    4.573e-05     0.00e+00
     0.02171      5.94382      5.00000      0.29543      0.29692      0.00000    4.491e-05     0.00e+00
     0.02196      6.01214      5.00000      0.29552      0.29701      0.00000    4.411e-05     0.00e+00
     0.02221      6.08046      5.00000      0.29564      0.29713      0.00000    4.333e-05     0.00e+00
     0.02246      6.14878      5.00000      0.29573      0.29722      0.00000    4.258e-05     0.00e+00
     0.02271      6.21710      5.00000      0.29585      0.29734      0.00000    4.184e-05     0.00e+00
     0.02296      6.28542      5.00000      0.29594      0.29743      0.00000    4.112e-05     0.00e+00
     0.02321      6.35374      5.00000      0.29605      0.29754      0.00000    4.043e-05     0.00e+00
     0.02346      6.42206      5.00000      0.29616      0.29765      0.00000    3.975e-05     0.00e+00
     0.02371      6.49038      5.00000      0.29624      0.29773      0.00000    3.909e-05     0.00e+00
     0.02396      6.55870      5.00000      0.29635      0.29784      0.00000    3.845e-05     0.00e+00
     0.02496      6.83198      5.00000      0.29671      0.29820      0.00000    3.605e-05     0.00e+00
     0.02595      7.10525      5.00000      0.29708      0.29858      0.00000    3.387e-05     0.00e+00
     0.02695      7.37853      5.00000      0.29743      0.29893      0.00000    3.190e-05     0.00e+00
     0.02795      7.65181      5.00000      0.29774      0.29924      0.00000    3.010e-05     0.00e+00
     0.02895      7.92509      5.00000      0.29807      0.29957      0.00000    2.845e-05     0.00e+00
     0.02995      8.19837      5.00000      0.29836      0.29986      0.00000    2.695e-05     0.00e+00
     0.03094      8.47165      5.00000      0.29865      0.30015      0.00000    2.554e-05     0.00e+00
     0.03194      8.74493      5.00000      0.29893      0.30043      0.00000    2.425e-05     0.00e+00
     0.03294      9.01821      5.00000      0.29920      0.30070      0.00000    2.306e-05     0.00e+00
     0.03394      9.29149      5.00000      0.29946      0.30096      0.00000    2.195e-05     0.00e+00
     0.03494      9.56477      5.00000      0.29974      0.30124      0.00000    2.092e-05     0.00e+00
     0.03594      9.83804      5.00000      0.29996      0.30146      0.00000    1.995e-05     0.00e+00
     0.03693     10.11130      5.00000      0.30022      0.30172      0.00000    1.905e-05     0.00e+00
     0.03793     10.38460      5.00000      0.30042      0.30192      0.00000    1.821e-05     0.00e+00
     0.03893     10.65790      5.00000      0.30064      0.30215      0.00000    1.742e-05     0.00e+00
     0.03993     10.93120      5.00000      0.30087      0.30238      0.00000    1.669e-05     0.00e+00
     0.00499      1.36640      6.00000      0.28209      0.28354      0.00000    5.656e-04     0.00e+00
     0.00599      1.63967      6.00000      0.28606      0.28752      0.00000    4.116e-04     0.00e+00
     0.00699      1.91295      6.00000      0.28893      0.29040      0.00000    3.143e-04     0.00e+00
     0.00799      2.18623      6.00000      0.29110      0.29258      0.00000    2.492e-04     0.00e+00
     0.00898      2.45951      6.00000      0.29285      0.29433      0.00000    2.036e-04     0.00e+00
     0.00998      2.73279      6.00000      0.29427      0.29576      0.00000    1.702e-04     0.00e+00
     0.01098      3.00607      6.00000      0.29550      0.29699      0.00000    1.451e-04     0.00e+00
     0.01198      3.27935      6.00000      0.29658      0.29807      0.00000    1.256e-04     0.00e+00
     0.01298      3.55263      6.00000      0.29749      0.29899      0.00000    1.102e-04     0.00e+00
     0.01398      3.82591      6.00000      0.29834      0.29984      0.00000    9.767e-05     0.00e+00
     0.01497      4.09918      6.00000      0.29908      0.30058      0.00000    8.738e-05     0.00e+00
     0.01597      4.37246      6.00000      0.29978      0.30128      0.00000    7.878e-05     0.00e+00
     0.01697      4.64574      6.00000      0.30041      0.30191      0.00000    7.153e-05     0.00e+00
     0.01797      4.91902      6.00000      0.30099      0.30250      0.00000    6.532e-05     0.00e+00
     0.01897      5.19230      6.00000      0.30153      0.30304      0.00000    5.998e-05     0.00e+00
     0.01997      5.46558      6.00000      0.30203      0.30354      0.00000    5.530e-05     0.00e+00
     0.02021      5.53390      6.00000      0.30213      0.30364      0.00000    5.423e-05     0.00e+00
     0.02046      5.60222      6.00000      0.30225      0.30376      0.00000    5.319e-05     0.00e+00
     0.02071      5.67054      6.00000      0.30237      0.30388      0.00000    5.218e-05     0.00e+00
     0.02096      5.73886      6.00000      0.30251      0.30402      0.00000    5.121e-05     0.00e+00
     0.02121      5.80718      6.00000      0.30262      0.30413      0.00000    5.026e-05     0.00e+00
     0.02146      5.87550      6.00000      0.30271      0.30422      0.00000    4.934e-05     0.00e+00
     0.02171      5.94382      6.00000      0.30284      0.30435      0.00000    4.846e-05     0.00e+00
     0.02196      6.01214      6.00000      0.30295      0.30446      0.00000    4.759e-05     0.00e+00
     0.02221      6.08046      6.00000      0.30305      0.30456      0.00000    4.675e-05     0.00e+00
     0.02246      6.14878      6.00000      0.30316      0.30467      0.00000    4.593e-05     0.00e+00
     0.02271      6.21710      6.00000      0.30325      0.30476      0.00000    4.514e-05     0.00e+00
     0.02296      6.28542      6.00000      0.30336      0.30487      0.00000    4.437e-05     0.00e+00
     0.02321      6.35374      6.00000      0.30347      0.30498      0.00000    4.362e-05     0.00e+00
     0.02346      6.42206      6.00000      0.30357      0.30508      0.00000    4.289e-05     0.00e+00
     0.02371      6.49038      6.00000      0.30365      0.30516      0.00000    4.218e-05     0.00e+00
     0.02396      6.55870      6.00000      0.30374      0.30525      0.00000    4.149e-05     0.00e+00
     0.02496      6.83198      6.00000      0.30411      0.30563      0.00000    3.889e-05     0.00e+00
     0.02595      7.10525      6.00000      0.30449      0.30601      0.00000    3.655e-05     0.00e+00
     0.02695      7.37853      6.00000      0.30483      0.30635      0.00000    3.443e-05     0.00e+00
     0.02795      7.65181      6.00000      0.30516      0.30668      0.00000    3.249e-05     0.00e+00
     0.02895      7.92509      6.00000      0.30546      0.30698      0.00000    3.072e-05     0.00e+00
     0.02995      8.19837      6.00000      0.30576      0.30728      0.00000    2.909e-05     0.00e+00
     0.03094      8.47165      6.00000      0.30606      0.30758      0.00000    2.759e-05     0.00e+00
     0.03194      8.74493      6.00000      0.30632      0.30784      0.00000    2.621e-05     0.00e+00
     0.03294      9.01821      6.00000      0.30659      0.30811      0.00000    2.493e-05     0.00e+00
     0.03394      9.29149      6.00000      0.30686      0.30838      0.00000    2.374e-05     0.00e+00
     0.03494      9.56477      6.00000      0.30712      0.30864      0.00000    2.264e-05     0.00e+00
     0.03594      9.83804      6.00000      0.30736      0.30888      0.00000    2.160e-05     0.00e+00
     0.03693     10.11130      6.00000      0.30759      0.30912      0.00000    2.065e-05     0.00e+00
     0.03793     10.38460      6.00000      0.30780      0.30933      0.00000    1.974e-05     0.00e+00
     0.03893     10.65790      6.00000      0.30802      0.30955      0.00000    1.890e-05     0.00e+00
     0.03993     10.93120      6.00000      0.30823      0.30976      0.00000    1.809e-05     0.00e+00
     0.00499      1.36640      7.00000      0.28851      0.28998      0.00000    6.184e-04     0.00e+00
     0.00599      1.63967      7.00000      0.29265      0.29413      0.00000    4.493e-04     0.00e+00
     0.00699      1.91295      7.00000      0.29559      0.29708      0.00000    3.423e-04     0.00e+00
     0.00799      2.18623      7.00000      0.29784      0.29934      0.00000    2.709e-04     0.00e+00
     0.00898      2.45951      7.00000      0.29963      0.30113      0.00000    2.208e-04     0.00e+00
     0.00998      2.73279      7.00000      0.30107      0.30258      0.00000    1.843e-04     0.00e+00
     0.01098      3.00607      7.00000      0.30231      0.30382      0.00000    1.569e-04     0.00e+00
     0.01198      3.27935      7.00000      0.30341      0.30492      0.00000    1.356e-04     0.00e+00
     0.01298      3.55263      7.00000      0.30432      0.30584      0.00000    1.188e-04     0.00e+00
     0.01398      3.82591      7.00000      0.30518      0.30670      0.00000    1.052e-04     0.00e+00
     0.01497      4.09918      7.00000      0.30592      0.30744      0.00000    9.404e-05     0.00e+00
     0.01597      4.37246      7.00000      0.30663      0.30815      0.00000    8.473e-05     0.00e+00
     0.01697      4.64574      7.00000      0.30726      0.30878      0.00000    7.689e-05     0.00e+00
     0.01797      4.91902      7.00000      0.30783      0.30936      0.00000    7.018e-05     0.00e+00
     0.01897      5.19230      7.00000      0.30835      0.30988      0.00000    6.440e-05     0.00e+00
     0.01997      5.46558      7.00000      0.30888      0.31041      0.00000    5.938e-05     0.00e+00
     0.02021      5.53390      7.00000      0.30900      0.31053      0.00000    5.822e-05     0.00e+00
     0.02046      5.60222      7.00000      0.30911      0.31064      0.00000    5.710e-05     0.00e+00
     0.02071      5.67054      7.00000      0.30923      0.31076      0.00000    5.602e-05     0.00e+00
     0.02096      5.73886      7.00000      0.30935      0.31088      0.00000    5.497e-05     0.00e+00
     0.02121      5.80718      7.00000      0.30946      0.31099      0.00000    5.396e-05     0.00e+00
     0.02146      5.87550      7.00000      0.30957      0.31110      0.00000    5.296e-05     0.00e+00
     0.02171      5.94382      7.00000      0.30966      0.31119      0.00000    5.201e-05     0.00e+00
     0.02196      6.01214      7.00000      0.30979      0.31132      0.00000    5.107e-05     0.00e+00
     0.02221      6.08046      7.00000      0.30988      0.31141      0.00000    5.017e-05     0.00e+00
     0.02246      6.14878      7.00000      0.30998      0.31151      0.00000    4.930e-05     0.00e+00
     0.02271      6.21710      7.00000      0.31010      0.31163      0.00000    4.844e-05     0.00e+00
     0.02296      6.28542      7.00000      0.31021      0.31174      0.00000    4.761e-05     0.00e+00
     0.02321      6.35374      7.00000      0.31031      0.31184      0.00000    4.681e-05     0.00e+00
     0.02346      6.42206      7.00000      0.31041      0.31194      0.00000    4.602e-05     0.00e+00
     0.02371      6.49038      7.00000      0.31049      0.31202      0.00000    4.526e-05     0.00e+00
     0.02396      6.55870      7.00000      0.31058      0.31211      0.00000    4.452e-05     0.00e+00
     0.02496      6.83198      7.00000      0.31098      0.31251      0.00000    4.174e-05     0.00e+00
     0.02595      7.10525      7.00000      0.31131      0.31285      0.00000    3.923e-05     0.00e+00
     0.02695      7.37853      7.00000      0.31168      0.31322      0.00000    3.695e-05     0.00e+00
     0.02795      7.65181      7.00000      0.31198      0.31352      0.00000    3.488e-05     0.00e+00
     0.02895      7.92509      7.00000      0.31229      0.31383      0.00000    3.298e-05     0.00e+00
     0.02995      8.19837      7.00000      0.31259      0.31413      0.00000    3.124e-05     0.00e+00
     0.03094      8.47165      7.00000      0.31289      0.31443      0.00000    2.964e-05     0.00e+00
     0.03194      8.74493      7.00000      0.31317      0.31471      0.00000    2.816e-05     0.00e+00
     0.03294      9.01821      7.00000      0.31343      0.31497      0.00000    2.680e-05     0.00e+00
     0.03394      9.29149      7.00000      0.31369      0.31523      0.00000    2.553e-05     0.00e+00
     0.03494      9.56477      7.00000      0.31392      0.31546      0.00000    2.435e-05     0.00e+00
     0.03594      9.83804      7.00000      0.31418      0.31572      0.00000    2.325e-05     0.00e+00
     0.03693     10.11130      7.00000      0.31440      0.31594      0.00000    2.222e-05     0.00e+00
     0.03793     10.38460      7.00000      0.31462      0.31616      0.00000    2.126e-05     0.00e+00
     0.03893     10.65790      7.00000      0.31484      0.31638      0.00000    2.036e-05     0.00e+00
     0.03993     10.93120      7.00000      0.31506      0.31661      0.00000    1.950e-05     0.00e+00
