#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from PArthENoPE by Ofelia Pisanti May 2017. Errors are not given. 
#neutron lifetime of 880.2 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes
#Mapping between ombh2, Yp and eta10 is not quite consistent to 0.1% level except at DeltaN=0
#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err_D/H

     0.01198      3.27935      3.00000      0.27226      0.27368      0.00000    9.501e-05     0.00e+00
     0.01298      3.55263      3.00000      0.27319      0.27461      0.00000    8.346e-05     0.00e+00
     0.01398      3.82591      3.00000      0.27399      0.27541      0.00000    7.404e-05     0.00e+00
     0.01497      4.09918      3.00000      0.27472      0.27615      0.00000    6.626e-05     0.00e+00
     0.01597      4.37246      3.00000      0.27540      0.27683      0.00000    5.974e-05     0.00e+00
     0.01697      4.64574      3.00000      0.27605      0.27748      0.00000    5.419e-05     0.00e+00
     0.01797      4.91902      3.00000      0.27663      0.27806      0.00000    4.943e-05     0.00e+00
     0.01897      5.19230      3.00000      0.27716      0.27859      0.00000    4.531e-05     0.00e+00
     0.01997      5.46558      3.00000      0.27764      0.27908      0.00000    4.171e-05     0.00e+00
     0.02021      5.53390      3.00000      0.27777      0.27921      0.00000    4.088e-05     0.00e+00
     0.02046      5.60222      3.00000      0.27790      0.27934      0.00000    4.008e-05     0.00e+00
     0.02071      5.67054      3.00000      0.27800      0.27944      0.00000    3.930e-05     0.00e+00
     0.02096      5.73886      3.00000      0.27812      0.27956      0.00000    3.854e-05     0.00e+00
     0.02121      5.80718      3.00000      0.27825      0.27969      0.00000    3.781e-05     0.00e+00
     0.02146      5.87550      3.00000      0.27836      0.27980      0.00000    3.710e-05     0.00e+00
     0.02171      5.94382      3.00000      0.27846      0.27990      0.00000    3.641e-05     0.00e+00
     0.02196      6.01214      3.00000      0.27857      0.28001      0.00000    3.574e-05     0.00e+00
     0.02221      6.08046      3.00000      0.27867      0.28011      0.00000    3.508e-05     0.00e+00
     0.02246      6.14878      3.00000      0.27878      0.28022      0.00000    3.445e-05     0.00e+00
     0.02271      6.21710      3.00000      0.27890      0.28034      0.00000    3.384e-05     0.00e+00
     0.02296      6.28542      3.00000      0.27901      0.28045      0.00000    3.323e-05     0.00e+00
     0.02321      6.35374      3.00000      0.27911      0.28055      0.00000    3.265e-05     0.00e+00
     0.02346      6.42206      3.00000      0.27919      0.28063      0.00000    3.209e-05     0.00e+00
     0.02371      6.49038      3.00000      0.27931      0.28075      0.00000    3.153e-05     0.00e+00
     0.02396      6.55870      3.00000      0.27941      0.28085      0.00000    3.099e-05     0.00e+00
     0.02496      6.83198      3.00000      0.27977      0.28121      0.00000    2.896e-05     0.00e+00
     0.02595      7.10525      3.00000      0.28014      0.28158      0.00000    2.713e-05     0.00e+00
     0.02695      7.37853      3.00000      0.28049      0.28194      0.00000    2.547e-05     0.00e+00
     0.02795      7.65181      3.00000      0.28083      0.28228      0.00000    2.395e-05     0.00e+00
     0.02895      7.92509      3.00000      0.28113      0.28258      0.00000    2.256e-05     0.00e+00
     0.02995      8.19837      3.00000      0.28145      0.28290      0.00000    2.128e-05     0.00e+00
     0.03094      8.47165      3.00000      0.28175      0.28320      0.00000    2.010e-05     0.00e+00
     0.03194      8.74493      3.00000      0.28204      0.28349      0.00000    1.902e-05     0.00e+00
     0.03294      9.01821      3.00000      0.28229      0.28374      0.00000    1.801e-05     0.00e+00
     0.03394      9.29149      3.00000      0.28258      0.28403      0.00000    1.709e-05     0.00e+00
     0.03494      9.56477      3.00000      0.28283      0.28428      0.00000    1.621e-05     0.00e+00
     0.03594      9.83804      3.00000      0.28308      0.28453      0.00000    1.540e-05     0.00e+00
     0.03693     10.11130      3.00000      0.28330      0.28475      0.00000    1.465e-05     0.00e+00
     0.03793     10.38460      3.00000      0.28354      0.28499      0.00000    1.394e-05     0.00e+00
     0.03893     10.65790      3.00000      0.28377      0.28523      0.00000    1.328e-05     0.00e+00
     0.03993     10.93120      3.00000      0.28398      0.28544      0.00000    1.266e-05     0.00e+00
     0.00499      1.36640      4.00000      0.26740      0.26880      0.00000    4.628e-04     0.00e+00
     0.00599      1.63967      4.00000      0.27106      0.27248      0.00000    3.377e-04     0.00e+00
     0.00699      1.91295      4.00000      0.27376      0.27518      0.00000    2.588e-04     0.00e+00
     0.00799      2.18623      4.00000      0.27582      0.27725      0.00000    2.059e-04     0.00e+00
     0.00898      2.45951      4.00000      0.27751      0.27895      0.00000    1.686e-04     0.00e+00
     0.00998      2.73279      4.00000      0.27890      0.28034      0.00000    1.413e-04     0.00e+00
     0.01098      3.00607      4.00000      0.28009      0.28153      0.00000    1.206e-04     0.00e+00
     0.01198      3.27935      4.00000      0.28111      0.28256      0.00000    1.045e-04     0.00e+00
     0.01298      3.55263      4.00000      0.28203      0.28348      0.00000    9.170e-05     0.00e+00
     0.01398      3.82591      4.00000      0.28287      0.28432      0.00000    8.132e-05     0.00e+00
     0.01497      4.09918      4.00000      0.28361      0.28507      0.00000    7.271e-05     0.00e+00
     0.01597      4.37246      4.00000      0.28427      0.28573      0.00000    6.552e-05     0.00e+00
     0.01697      4.64574      4.00000      0.28490      0.28636      0.00000    5.942e-05     0.00e+00
     0.01797      4.91902      4.00000      0.28550      0.28696      0.00000    5.420e-05     0.00e+00
     0.01897      5.19230      4.00000      0.28602      0.28748      0.00000    4.968e-05     0.00e+00
     0.01997      5.46558      4.00000      0.28654      0.28800      0.00000    4.573e-05     0.00e+00
     0.02021      5.53390      4.00000      0.28665      0.28811      0.00000    4.482e-05     0.00e+00
     0.02046      5.60222      4.00000      0.28678      0.28824      0.00000    4.395e-05     0.00e+00
     0.02071      5.67054      4.00000      0.28689      0.28836      0.00000    4.309e-05     0.00e+00
     0.02096      5.73886      4.00000      0.28699      0.28846      0.00000    4.227e-05     0.00e+00
     0.02121      5.80718      4.00000      0.28710      0.28857      0.00000    4.146e-05     0.00e+00
     0.02146      5.87550      4.00000      0.28724      0.28871      0.00000    4.069e-05     0.00e+00
     0.02171      5.94382      4.00000      0.28735      0.28882      0.00000    3.993e-05     0.00e+00
     0.02196      6.01214      4.00000      0.28745      0.28892      0.00000    3.919e-05     0.00e+00
     0.02221      6.08046      4.00000      0.28756      0.28903      0.00000    3.848e-05     0.00e+00
     0.02246      6.14878      4.00000      0.28767      0.28914      0.00000    3.779e-05     0.00e+00
     0.02271      6.21710      4.00000      0.28775      0.28922      0.00000    3.711e-05     0.00e+00
     0.02296      6.28542      4.00000      0.28788      0.28935      0.00000    3.646e-05     0.00e+00
     0.02321      6.35374      4.00000      0.28796      0.28943      0.00000    3.583e-05     0.00e+00
     0.02346      6.42206      4.00000      0.28808      0.28955      0.00000    3.521e-05     0.00e+00
     0.02371      6.49038      4.00000      0.28816      0.28963      0.00000    3.460e-05     0.00e+00
     0.02396      6.55870      4.00000      0.28829      0.28976      0.00000    3.401e-05     0.00e+00
     0.02496      6.83198      4.00000      0.28864      0.29011      0.00000    3.181e-05     0.00e+00
     0.02595      7.10525      4.00000      0.28900      0.29047      0.00000    2.981e-05     0.00e+00
     0.02695      7.37853      4.00000      0.28936      0.29083      0.00000    2.799e-05     0.00e+00
     0.02795      7.65181      4.00000      0.28968      0.29115      0.00000    2.634e-05     0.00e+00
     0.02895      7.92509      4.00000      0.29002      0.29149      0.00000    2.483e-05     0.00e+00
     0.02995      8.19837      4.00000      0.29030      0.29178      0.00000    2.344e-05     0.00e+00
     0.03094      8.47165      4.00000      0.29059      0.29207      0.00000    2.216e-05     0.00e+00
     0.03194      8.74493      4.00000      0.29087      0.29235      0.00000    2.098e-05     0.00e+00
     0.03294      9.01821      4.00000      0.29116      0.29264      0.00000    1.989e-05     0.00e+00
     0.03394      9.29149      4.00000      0.29141      0.29289      0.00000    1.887e-05     0.00e+00
     0.03494      9.56477      4.00000      0.29168      0.29316      0.00000    1.793e-05     0.00e+00
     0.03594      9.83804      4.00000      0.29193      0.29341      0.00000    1.705e-05     0.00e+00
     0.03693     10.11130      4.00000      0.29215      0.29363      0.00000    1.623e-05     0.00e+00
     0.03793     10.38460      4.00000      0.29238      0.29386      0.00000    1.546e-05     0.00e+00
     0.03893     10.65790      4.00000      0.29262      0.29410      0.00000    1.474e-05     0.00e+00
     0.03993     10.93120      4.00000      0.29282      0.29430      0.00000    1.406e-05     0.00e+00
     0.00499      1.36640      5.00000      0.27508      0.27651      0.00000    5.126e-04     0.00e+00
     0.00599      1.63967      5.00000      0.27890      0.28034      0.00000    3.733e-04     0.00e+00
     0.00699      1.91295      5.00000      0.28168      0.28313      0.00000    2.854e-04     0.00e+00
     0.00799      2.18623      5.00000      0.28379      0.28525      0.00000    2.265e-04     0.00e+00
     0.00898      2.45951      5.00000      0.28550      0.28696      0.00000    1.851e-04     0.00e+00
     0.00998      2.73279      5.00000      0.28693      0.28840      0.00000    1.548e-04     0.00e+00
     0.01098      3.00607      5.00000      0.28812      0.28959      0.00000    1.320e-04     0.00e+00
     0.01198      3.27935      5.00000      0.28919      0.29066      0.00000    1.142e-04     0.00e+00
     0.01298      3.55263      5.00000      0.29010      0.29157      0.00000    1.001e-04     0.00e+00
     0.01398      3.82591      5.00000      0.29093      0.29241      0.00000    8.865e-05     0.00e+00
     0.01497      4.09918      5.00000      0.29167      0.29315      0.00000    7.923e-05     0.00e+00
     0.01597      4.37246      5.00000      0.29236      0.29384      0.00000    7.135e-05     0.00e+00
     0.01697      4.64574      5.00000      0.29299      0.29447      0.00000    6.469e-05     0.00e+00
     0.01797      4.91902      5.00000      0.29356      0.29505      0.00000    5.898e-05     0.00e+00
     0.01897      5.19230      5.00000      0.29410      0.29559      0.00000    5.407e-05     0.00e+00
     0.01997      5.46558      5.00000      0.29460      0.29609      0.00000    4.976e-05     0.00e+00
     0.02021      5.53390      5.00000      0.29474      0.29623      0.00000    4.878e-05     0.00e+00
     0.02046      5.60222      5.00000      0.29484      0.29633      0.00000    4.782e-05     0.00e+00
     0.02071      5.67054      5.00000      0.29496      0.29645      0.00000    4.689e-05     0.00e+00
     0.02096      5.73886      5.00000      0.29508      0.29657      0.00000    4.599e-05     0.00e+00
     0.02121      5.80718      5.00000      0.29519      0.29668      0.00000    4.512e-05     0.00e+00
     0.02146      5.87550      5.00000      0.29530      0.29679      0.00000    4.427e-05     0.00e+00
     0.02171      5.94382      5.00000      0.29543      0.29692      0.00000    4.345e-05     0.00e+00
     0.02196      6.01214      5.00000      0.29554      0.29703      0.00000    4.265e-05     0.00e+00
     0.02221      6.08046      5.00000      0.29565      0.29714      0.00000    4.188e-05     0.00e+00
     0.02246      6.14878      5.00000      0.29576      0.29725      0.00000    4.113e-05     0.00e+00
     0.02271      6.21710      5.00000      0.29586      0.29735      0.00000    4.040e-05     0.00e+00
     0.02296      6.28542      5.00000      0.29594      0.29743      0.00000    3.968e-05     0.00e+00
     0.02321      6.35374      5.00000      0.29606      0.29755      0.00000    3.899e-05     0.00e+00
     0.02346      6.42206      5.00000      0.29614      0.29763      0.00000    3.832e-05     0.00e+00
     0.02371      6.49038      5.00000      0.29625      0.29774      0.00000    3.766e-05     0.00e+00
     0.02396      6.55870      5.00000      0.29636      0.29785      0.00000    3.704e-05     0.00e+00
     0.02496      6.83198      5.00000      0.29673      0.29822      0.00000    3.464e-05     0.00e+00
     0.02595      7.10525      5.00000      0.29709      0.29859      0.00000    3.247e-05     0.00e+00
     0.02695      7.37853      5.00000      0.29742      0.29892      0.00000    3.051e-05     0.00e+00
     0.02795      7.65181      5.00000      0.29776      0.29926      0.00000    2.872e-05     0.00e+00
     0.02895      7.92509      5.00000      0.29806      0.29956      0.00000    2.709e-05     0.00e+00
     0.02995      8.19837      5.00000      0.29836      0.29986      0.00000    2.558e-05     0.00e+00
     0.03094      8.47165      5.00000      0.29866      0.30016      0.00000    2.420e-05     0.00e+00
     0.03194      8.74493      5.00000      0.29895      0.30045      0.00000    2.293e-05     0.00e+00
     0.03294      9.01821      5.00000      0.29921      0.30071      0.00000    2.175e-05     0.00e+00
     0.03394      9.29149      5.00000      0.29949      0.30099      0.00000    2.065e-05     0.00e+00
     0.03494      9.56477      5.00000      0.29972      0.30122      0.00000    1.963e-05     0.00e+00
     0.03594      9.83804      5.00000      0.29997      0.30147      0.00000    1.868e-05     0.00e+00
     0.03693     10.11130      5.00000      0.30020      0.30170      0.00000    1.780e-05     0.00e+00
     0.03793     10.38460      5.00000      0.30044      0.30195      0.00000    1.697e-05     0.00e+00
     0.03893     10.65790      5.00000      0.30065      0.30216      0.00000    1.619e-05     0.00e+00
     0.03993     10.93120      5.00000      0.30089      0.30240      0.00000    1.546e-05     0.00e+00
     0.00499      1.36640      6.00000      0.28208      0.28353      0.00000    5.640e-04     0.00e+00
     0.00599      1.63967      6.00000      0.28607      0.28753      0.00000    4.099e-04     0.00e+00
     0.00699      1.91295      6.00000      0.28892      0.29039      0.00000    3.127e-04     0.00e+00
     0.00799      2.18623      6.00000      0.29111      0.29259      0.00000    2.476e-04     0.00e+00
     0.00898      2.45951      6.00000      0.29284      0.29432      0.00000    2.020e-04     0.00e+00
     0.00998      2.73279      6.00000      0.29430      0.29579      0.00000    1.686e-04     0.00e+00
     0.01098      3.00607      6.00000      0.29552      0.29701      0.00000    1.435e-04     0.00e+00
     0.01198      3.27935      6.00000      0.29658      0.29807      0.00000    1.241e-04     0.00e+00
     0.01298      3.55263      6.00000      0.29750      0.29900      0.00000    1.086e-04     0.00e+00
     0.01398      3.82591      6.00000      0.29835      0.29985      0.00000    9.609e-05     0.00e+00
     0.01497      4.09918      6.00000      0.29909      0.30059      0.00000    8.582e-05     0.00e+00
     0.01597      4.37246      6.00000      0.29979      0.30129      0.00000    7.726e-05     0.00e+00
     0.01697      4.64574      6.00000      0.30041      0.30191      0.00000    7.000e-05     0.00e+00
     0.01797      4.91902      6.00000      0.30099      0.30250      0.00000    6.381e-05     0.00e+00
     0.01897      5.19230      6.00000      0.30152      0.30303      0.00000    5.846e-05     0.00e+00
     0.01997      5.46558      6.00000      0.30204      0.30355      0.00000    5.381e-05     0.00e+00
     0.02021      5.53390      6.00000      0.30214      0.30365      0.00000    5.274e-05     0.00e+00
     0.02046      5.60222      6.00000      0.30226      0.30377      0.00000    5.170e-05     0.00e+00
     0.02071      5.67054      6.00000      0.30239      0.30390      0.00000    5.070e-05     0.00e+00
     0.02096      5.73886      6.00000      0.30249      0.30400      0.00000    4.974e-05     0.00e+00
     0.02121      5.80718      6.00000      0.30261      0.30412      0.00000    4.878e-05     0.00e+00
     0.02146      5.87550      6.00000      0.30273      0.30424      0.00000    4.787e-05     0.00e+00
     0.02171      5.94382      6.00000      0.30284      0.30435      0.00000    4.699e-05     0.00e+00
     0.02196      6.01214      6.00000      0.30294      0.30445      0.00000    4.612e-05     0.00e+00
     0.02221      6.08046      6.00000      0.30306      0.30457      0.00000    4.528e-05     0.00e+00
     0.02246      6.14878      6.00000      0.30317      0.30468      0.00000    4.447e-05     0.00e+00
     0.02271      6.21710      6.00000      0.30327      0.30478      0.00000    4.369e-05     0.00e+00
     0.02296      6.28542      6.00000      0.30338      0.30489      0.00000    4.291e-05     0.00e+00
     0.02321      6.35374      6.00000      0.30346      0.30497      0.00000    4.216e-05     0.00e+00
     0.02346      6.42206      6.00000      0.30357      0.30508      0.00000    4.144e-05     0.00e+00
     0.02371      6.49038      6.00000      0.30368      0.30519      0.00000    4.073e-05     0.00e+00
     0.02396      6.55870      6.00000      0.30378      0.30529      0.00000    4.005e-05     0.00e+00
     0.02496      6.83198      6.00000      0.30412      0.30564      0.00000    3.746e-05     0.00e+00
     0.02595      7.10525      6.00000      0.30449      0.30601      0.00000    3.513e-05     0.00e+00
     0.02695      7.37853      6.00000      0.30484      0.30636      0.00000    3.302e-05     0.00e+00
     0.02795      7.65181      6.00000      0.30515      0.30667      0.00000    3.109e-05     0.00e+00
     0.02895      7.92509      6.00000      0.30549      0.30701      0.00000    2.934e-05     0.00e+00
     0.02995      8.19837      6.00000      0.30576      0.30728      0.00000    2.772e-05     0.00e+00
     0.03094      8.47165      6.00000      0.30605      0.30757      0.00000    2.624e-05     0.00e+00
     0.03194      8.74493      6.00000      0.30635      0.30787      0.00000    2.487e-05     0.00e+00
     0.03294      9.01821      6.00000      0.30660      0.30812      0.00000    2.360e-05     0.00e+00
     0.03394      9.29149      6.00000      0.30688      0.30840      0.00000    2.242e-05     0.00e+00
     0.03494      9.56477      6.00000      0.30711      0.30863      0.00000    2.133e-05     0.00e+00
     0.03594      9.83804      6.00000      0.30737      0.30889      0.00000    2.031e-05     0.00e+00
     0.03693     10.11130      6.00000      0.30759      0.30912      0.00000    1.936e-05     0.00e+00
     0.03793     10.38460      6.00000      0.30783      0.30936      0.00000    1.847e-05     0.00e+00
     0.03893     10.65790      6.00000      0.30803      0.30956      0.00000    1.764e-05     0.00e+00
     0.03993     10.93120      6.00000      0.30824      0.30977      0.00000    1.685e-05     0.00e+00
     0.00499      1.36640      7.00000      0.28853      0.29000      0.00000    6.166e-04     0.00e+00
     0.00599      1.63967      7.00000      0.29268      0.29416      0.00000    4.477e-04     0.00e+00
     0.00699      1.91295      7.00000      0.29562      0.29711      0.00000    3.408e-04     0.00e+00
     0.00799      2.18623      7.00000      0.29783      0.29933      0.00000    2.693e-04     0.00e+00
     0.00898      2.45951      7.00000      0.29963      0.30113      0.00000    2.192e-04     0.00e+00
     0.00998      2.73279      7.00000      0.30109      0.30260      0.00000    1.827e-04     0.00e+00
     0.01098      3.00607      7.00000      0.30232      0.30383      0.00000    1.553e-04     0.00e+00
     0.01198      3.27935      7.00000      0.30341      0.30492      0.00000    1.340e-04     0.00e+00
     0.01298      3.55263      7.00000      0.30433      0.30585      0.00000    1.172e-04     0.00e+00
     0.01398      3.82591      7.00000      0.30517      0.30669      0.00000    1.036e-04     0.00e+00
     0.01497      4.09918      7.00000      0.30594      0.30746      0.00000    9.250e-05     0.00e+00
     0.01597      4.37246      7.00000      0.30664      0.30816      0.00000    8.320e-05     0.00e+00
     0.01697      4.64574      7.00000      0.30725      0.30877      0.00000    7.535e-05     0.00e+00
     0.01797      4.91902      7.00000      0.30782      0.30935      0.00000    6.866e-05     0.00e+00
     0.01897      5.19230      7.00000      0.30836      0.30989      0.00000    6.289e-05     0.00e+00
     0.01997      5.46558      7.00000      0.30886      0.31039      0.00000    5.787e-05     0.00e+00
     0.02021      5.53390      7.00000      0.30900      0.31053      0.00000    5.672e-05     0.00e+00
     0.02046      5.60222      7.00000      0.30910      0.31063      0.00000    5.560e-05     0.00e+00
     0.02071      5.67054      7.00000      0.30922      0.31075      0.00000    5.452e-05     0.00e+00
     0.02096      5.73886      7.00000      0.30936      0.31089      0.00000    5.349e-05     0.00e+00
     0.02121      5.80718      7.00000      0.30947      0.31100      0.00000    5.246e-05     0.00e+00
     0.02146      5.87550      7.00000      0.30956      0.31109      0.00000    5.147e-05     0.00e+00
     0.02171      5.94382      7.00000      0.30967      0.31120      0.00000    5.053e-05     0.00e+00
     0.02196      6.01214      7.00000      0.30979      0.31132      0.00000    4.960e-05     0.00e+00
     0.02221      6.08046      7.00000      0.30988      0.31141      0.00000    4.869e-05     0.00e+00
     0.02246      6.14878      7.00000      0.30999      0.31152      0.00000    4.782e-05     0.00e+00
     0.02271      6.21710      7.00000      0.31009      0.31162      0.00000    4.697e-05     0.00e+00
     0.02296      6.28542      7.00000      0.31020      0.31173      0.00000    4.614e-05     0.00e+00
     0.02321      6.35374      7.00000      0.31030      0.31183      0.00000    4.534e-05     0.00e+00
     0.02346      6.42206      7.00000      0.31042      0.31195      0.00000    4.456e-05     0.00e+00
     0.02371      6.49038      7.00000      0.31050      0.31203      0.00000    4.380e-05     0.00e+00
     0.02396      6.55870      7.00000      0.31061      0.31214      0.00000    4.306e-05     0.00e+00
     0.02496      6.83198      7.00000      0.31097      0.31250      0.00000    4.029e-05     0.00e+00
     0.02595      7.10525      7.00000      0.31133      0.31287      0.00000    3.780e-05     0.00e+00
     0.02695      7.37853      7.00000      0.31167      0.31321      0.00000    3.553e-05     0.00e+00
     0.02795      7.65181      7.00000      0.31199      0.31353      0.00000    3.347e-05     0.00e+00
     0.02895      7.92509      7.00000      0.31230      0.31384      0.00000    3.158e-05     0.00e+00
     0.02995      8.19837      7.00000      0.31259      0.31413      0.00000    2.985e-05     0.00e+00
     0.03094      8.47165      7.00000      0.31288      0.31442      0.00000    2.827e-05     0.00e+00
     0.03194      8.74493      7.00000      0.31318      0.31472      0.00000    2.680e-05     0.00e+00
     0.03294      9.01821      7.00000      0.31345      0.31499      0.00000    2.544e-05     0.00e+00
     0.03394      9.29149      7.00000      0.31370      0.31524      0.00000    2.419e-05     0.00e+00
     0.03494      9.56477      7.00000      0.31393      0.31547      0.00000    2.302e-05     0.00e+00
     0.03594      9.83804      7.00000      0.31417      0.31571      0.00000    2.193e-05     0.00e+00
     0.03693     10.11130      7.00000      0.31441      0.31595      0.00000    2.091e-05     0.00e+00
     0.03793     10.38460      7.00000      0.31463      0.31617      0.00000    1.996e-05     0.00e+00
     0.03893     10.65790      7.00000      0.31485      0.31639      0.00000    1.907e-05     0.00e+00
     0.03993     10.93120      7.00000      0.31505      0.31660      0.00000    1.824e-05     0.00e+00
